768	LT799839.1	98.592	71	1	0	1	71	19244	19314	4.13e-26	126
768	LT799839.1	98.592	71	1	0	1	71	195870	195940	4.13e-26	126
768	LT799839.1	98.592	71	1	0	1	71	2500045	2499975	4.13e-26	126
768	LT799839.1	98.592	71	1	0	1	71	2711942	2711872	4.13e-26	126
768	LT799839.1	98.592	71	1	0	1	71	2734174	2734104	4.13e-26	126
768	LT799839.1	98.592	71	1	0	1	71	2750131	2750061	4.13e-26	126
768	LT799839.1	98.592	71	1	0	1	71	2760810	2760740	4.13e-26	126
768	LT799839.1	98.592	71	1	0	1	71	2772925	2772855	4.13e-26	126
768	LT799839.1	97.183	71	2	0	1	71	13600	13670	1.92e-24	121
768	CP019468.1	98.592	71	1	0	1	71	13739	13809	4.13e-26	126
768	CP019468.1	98.592	71	1	0	1	71	94864	94934	4.13e-26	126
768	CP019468.1	98.592	71	1	0	1	71	104736	104806	4.13e-26	126
768	CP019468.1	98.592	71	1	0	1	71	128239	128309	4.13e-26	126
768	CP019468.1	98.592	71	1	0	1	71	138067	138137	4.13e-26	126
768	CP019468.1	98.592	71	1	0	1	71	298620	298690	4.13e-26	126
768	CP019468.1	98.592	71	1	0	1	71	376264	376334	4.13e-26	126
768	CP019468.1	98.592	71	1	0	1	71	732622	732692	4.13e-26	126
768	CP019468.1	98.592	71	1	0	1	71	2884665	2884595	4.13e-26	126
768	CP019468.1	98.592	71	1	0	1	71	3118615	3118545	4.13e-26	126
768	CP019576.1	98.592	71	1	0	1	71	13738	13808	4.13e-26	126
768	CP019576.1	98.592	71	1	0	1	71	76117	76187	4.13e-26	126
768	CP019576.1	98.592	71	1	0	1	71	85999	86069	4.13e-26	126
768	CP019576.1	98.592	71	1	0	1	71	109477	109547	4.13e-26	126
768	CP019576.1	98.592	71	1	0	1	71	119307	119377	4.13e-26	126
768	CP019576.1	98.592	71	1	0	1	71	295990	296060	4.13e-26	126
768	CP019576.1	98.592	71	1	0	1	71	373538	373608	4.13e-26	126
768	CP019576.1	98.592	71	1	0	1	71	813723	813793	4.13e-26	126
768	CP019576.1	98.592	71	1	0	1	71	3085995	3085925	4.13e-26	126
768	CP019576.1	98.592	71	1	0	1	71	3336742	3336672	4.13e-26	126
768	CP016092.1	98.592	71	1	0	1	71	172477	172547	4.13e-26	126
768	CP016092.1	98.592	71	1	0	1	71	4925834	4925764	4.13e-26	126
768	CP016092.1	98.571	70	1	0	2	71	2093426	2093495	1.49e-25	124
768	CP016092.1	97.183	71	2	0	1	71	13139	13209	1.92e-24	121
768	CP016092.1	97.183	71	2	0	1	71	477438	477508	1.92e-24	121
768	CP016092.1	98.529	68	1	0	4	71	4892028	4891961	1.92e-24	121
768	CP016092.1	98.529	68	1	0	4	71	4900115	4900048	1.92e-24	121
768	CP016092.1	98.529	68	1	0	4	71	4909211	4909144	1.92e-24	121
768	CP016092.1	98.529	68	1	0	4	71	5035494	5035427	1.92e-24	121
768	CP016092.1	98.529	68	1	0	4	71	5041220	5041153	1.92e-24	121
768	CP016092.1	98.529	68	1	0	4	71	5047326	5047259	1.92e-24	121
768	CP016092.1	95.775	71	3	0	1	71	1143754	1143824	8.94e-23	115
768	CP016091.1	98.592	71	1	0	1	71	184144	184214	4.13e-26	126
768	CP016091.1	98.592	71	1	0	1	71	4767139	4767069	4.13e-26	126
768	CP016091.1	98.571	70	1	0	2	71	2163216	2163285	1.49e-25	124
768	CP016091.1	97.183	71	2	0	1	71	13139	13209	1.92e-24	121
768	CP016091.1	97.183	71	2	0	1	71	494331	494401	1.92e-24	121
768	CP016091.1	98.529	68	1	0	4	71	4733332	4733265	1.92e-24	121
768	CP016091.1	98.529	68	1	0	4	71	4741419	4741352	1.92e-24	121
768	CP016091.1	98.529	68	1	0	4	71	4750515	4750448	1.92e-24	121
768	CP016091.1	98.529	68	1	0	4	71	4878611	4878544	1.92e-24	121
768	CP016091.1	98.529	68	1	0	4	71	4884337	4884270	1.92e-24	121
768	CP016091.1	98.529	68	1	0	4	71	4890443	4890376	1.92e-24	121
768	CP016091.1	95.775	71	3	0	1	71	1169107	1169177	8.94e-23	115
768	CP016089.1	98.592	71	1	0	1	71	172477	172547	4.13e-26	126
768	CP016089.1	98.592	71	1	0	1	71	4925601	4925531	4.13e-26	126
768	CP016089.1	98.571	70	1	0	2	71	2093426	2093495	1.49e-25	124
768	CP016089.1	97.183	71	2	0	1	71	13139	13209	1.92e-24	121
768	CP016089.1	97.183	71	2	0	1	71	477438	477508	1.92e-24	121
768	CP016089.1	98.529	68	1	0	4	71	4891795	4891728	1.92e-24	121
768	CP016089.1	98.529	68	1	0	4	71	4899882	4899815	1.92e-24	121
768	CP016089.1	98.529	68	1	0	4	71	4908978	4908911	1.92e-24	121
768	CP016089.1	98.529	68	1	0	4	71	5035261	5035194	1.92e-24	121
768	CP016089.1	98.529	68	1	0	4	71	5040987	5040920	1.92e-24	121
768	CP016089.1	98.529	68	1	0	4	71	5047093	5047026	1.92e-24	121
768	CP016089.1	95.775	71	3	0	1	71	1143754	1143824	8.94e-23	115
768	CP016086.1	98.592	71	1	0	1	71	172477	172547	4.13e-26	126
768	CP016086.1	98.592	71	1	0	1	71	4925224	4925154	4.13e-26	126
768	CP016086.1	98.571	70	1	0	2	71	2092815	2092884	1.49e-25	124
768	CP016086.1	97.183	71	2	0	1	71	13139	13209	1.92e-24	121
768	CP016086.1	97.183	71	2	0	1	71	476827	476897	1.92e-24	121
768	CP016086.1	98.529	68	1	0	4	71	4891418	4891351	1.92e-24	121
768	CP016086.1	98.529	68	1	0	4	71	4899505	4899438	1.92e-24	121
